Churn,customerID,Contract,OnlineBackup,MonthlyCharges,InternetService,StreamingTV,DeviceProtection,MultipleLines,TotalCharges,Dependents,gender,PaperlessBilling,PhoneService,TechSupport,Partner,tenure,PaymentMethod,SeniorCitizen,StreamingMovies,OnlineSecurity,SeniorCitizenLabel,PartnerLabel,DependentsLabel,PhoneServiceLabel,PaperlessLabel,ServiceFamily,PaymentFamily,support_depth,stream_depth,service_count,tenure_band,monthly_charge_band,bill_per_month,bill_pressure,household_score,profile_code,row_variant,dup_sig,col_order_key
0,6116-RFVHN,Month-to-month,No,98.68,Fiber optic,Yes,Yes,Yes,3061.23,No,Female,Yes,Yes,No,Yes,35,Electronic check,0,Yes,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,1.0,2,5,long,very_high,100.43,2.87,1,long_Month-to-month_Electronic check,base,FVHN_base,2326
1,5919-TMRGD,Month-to-month,No,79.35,Fiber optic,Yes,No,No,79.35,Yes,Female,Yes,Yes,No,No,1,Electronic check,0,No,No,non_senior,single,dependents,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,1,2,very_short,high,79.35,39.67,1,very_short_Month-to-month_Electronic check,base,MRGD_base,952
0,5067-XJQFU,One year,Yes,108.45,Fiber optic,Yes,Yes,Yes,7076.35,Yes,Male,Yes,Yes,Yes,Yes,66,Electronic check,1,Yes,No,senior,partnered,dependents,active_line,paperless,Fiber optic_One year,Electronic check_Yes,3.0,2,7,very_long,very_high,107.22,1.62,2,very_long_One year_Electronic check,base,JQFU_base,7013
0,7634-WSWDB,Month-to-month,No,38.5,DSL,No,No,No phone service,330.8,Yes,Female,Yes,No,No,No,8,Electronic check,0,Yes,Yes,non_senior,single,dependents,no_line,paperless,DSL_Month-to-month,Electronic check_Yes,1.0,1,4,short,mid,41.35,4.28,1,short_Month-to-month_Electronic check,base,SWDB_base,6737
0,8205-VSLRB,Two year,No,70.91,DSL,No,Yes,Yes,4644.04,No,Male,No,Yes,Yes,Yes,72,Credit card (automatic),0,Yes,Yes,non_senior,partnered,none,active_line,paper,DSL_Two year,Credit card (automatic)_No,3.0,1,6,very_long,high,78.55,1.09,1,very_long_Two year_Credit card (automatic),base,SLRB_base,3856
1,6240-EURKS,Month-to-month,No,35.0,DSL,No,No,No phone service,553.0,Yes,Female,Yes,No,No,No,18,Electronic check,0,Yes,No,non_senior,single,dependents,no_line,paperless,DSL_Month-to-month,Electronic check_Yes,0.0,1,3,mid,lower_mid,30.72,1.84,1,mid_Month-to-month_Electronic check,base,URKS_base,1493
0,1376-HHBDV,Month-to-month,No,48.8,DSL,No,No,No,1536.75,No,Female,Yes,Yes,No,No,30,Mailed check,0,No,Yes,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Mailed check_Yes,1.0,0,2,long,mid,51.22,1.57,0,long_Month-to-month_Mailed check,base,HBDV_base,990
0,9975-SKRNR,Month-to-month,No internet service,18.9,No,No internet service,No internet service,No,18.9,No,Male,No,Yes,No internet service,No,1,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Month-to-month,Mailed check_No,0.0,0,0,very_short,low,18.9,9.45,0,very_short_Month-to-month_Mailed check,base,KRNR_base,4411
0,9609-BENEA,One year,Yes,69.0,DSL,Yes,No,Yes,2441.7,No,Male,Yes,Yes,Yes,Yes,35,Electronic check,0,No,No,non_senior,partnered,none,active_line,paperless,DSL_One year,Electronic check_Yes,2.0,1,5,long,high,69.76,1.92,1,long_One year_Electronic check,base,ENEA_base,5701
0,2931-SVLTV,Month-to-month,Yes,110.1,Fiber optic,Yes,No,Yes,4469.1,Yes,Male,Yes,Yes,Yes,Yes,40,Credit card (automatic),0,Yes,Yes,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Month-to-month,Credit card (automatic)_Yes,3.0,2,7,long,very_high,111.73,2.69,2,long_Month-to-month_Credit card (automatic),base,VLTV_base,5304
0,1468-DEFNC,Two year,No internet service,26.07,No,No internet service,No internet service,Yes,1217.39,Yes,Male,Yes,Yes,No internet service,Yes,66,Bank transfer (automatic),0,No internet service,No internet service,senior,partnered,dependents,active_line,paperless,No_Two year,Bank transfer (automatic)_Yes,0.0,0,1,very_long,lower_mid,24.2,0.38,2,very_long_Two year_Bank transfer (automatic),base,EFNC_base,4651
1,2778-OCLGR,Month-to-month,No,39.1,DSL,No,No,No phone service,971.3,No,Male,No,No,No,Yes,24,Bank transfer (automatic),1,Yes,Yes,senior,partnered,none,no_line,paper,DSL_Month-to-month,Bank transfer (automatic)_No,1.0,1,4,long,mid,40.47,1.56,1,long_Month-to-month_Bank transfer (automatic),base,CLGR_base,6496
0,8903-WMRNW,Month-to-month,No,101.75,Fiber optic,Yes,Yes,No,1669.4,No,Female,No,Yes,No,Yes,15,Electronic check,0,Yes,Yes,non_senior,partnered,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,2.0,2,5,mid,very_high,111.29,6.36,1,mid_Month-to-month_Electronic check,base,MRNW_base,6543
0,6184-DYUOB,Month-to-month,No internet service,19.6,No,No internet service,No internet service,No,55.25,No,Female,Yes,Yes,No internet service,Yes,3,Mailed check,0,No internet service,No internet service,non_senior,partnered,none,active_line,paperless,No_Month-to-month,Mailed check_Yes,0.0,0,0,very_short,low,18.42,4.9,1,very_short_Month-to-month_Mailed check,base,YUOB_base,5546
0,3571-DPYUH,One year,Yes,94.7,Fiber optic,Yes,No,Yes,5430.35,Yes,Male,Yes,Yes,Yes,Yes,58,Credit card (automatic),0,No,No,non_senior,partnered,dependents,active_line,paperless,Fiber optic_One year,Credit card (automatic)_Yes,2.0,1,5,very_long,very_high,93.63,1.61,2,very_long_One year_Credit card (automatic),base,PYUH_base,2056
0,3714-XPXBW,Month-to-month,Yes,78.9,DSL,Yes,Yes,Yes,2976.95,No,Female,Yes,Yes,Yes,No,37,Credit card (automatic),0,No,Yes,non_senior,single,none,active_line,paperless,DSL_Month-to-month,Credit card (automatic)_Yes,4.0,1,7,long,high,80.46,2.08,0,long_Month-to-month_Credit card (automatic),base,PXBW_base,531
0,8952-WCVCD,One year,Yes,104.45,Fiber optic,Yes,Yes,No,4162.05,No,Female,Yes,Yes,No,Yes,41,Bank transfer (automatic),0,Yes,Yes,non_senior,partnered,none,active_line,paperless,Fiber optic_One year,Bank transfer (automatic)_Yes,3.0,2,6,long,very_high,101.51,2.49,1,long_One year_Bank transfer (automatic),base,CVCD_base,4171
0,8384-FZBJK,Month-to-month,Yes,99.79,Fiber optic,Yes,No,Yes,5315.94,Yes,Female,Yes,Yes,No,Yes,58,Electronic check,1,Yes,No,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,1.0,2,5,very_long,very_high,98.45,1.73,2,very_long_Month-to-month_Electronic check,base,ZBJK_base,1301
0,7445-WMRBW,One year,Yes,72.18,DSL,Yes,Yes,Yes,3890.76,No,Female,Yes,Yes,Yes,No,50,Bank transfer (automatic),0,No,No,non_senior,single,none,active_line,paperless,DSL_One year,Bank transfer (automatic)_Yes,3.0,1,6,very_long,high,74.61,1.51,0,very_long_One year_Bank transfer (automatic),base,MRBW_base,3575
0,0946-FKYTX,One year,Yes,30.1,DSL,No,No,No phone service,1623.4,No,Male,No,No,No,No,52,Mailed check,0,No,No,non_senior,single,none,no_line,paper,DSL_One year,Mailed check_No,1.0,0,3,very_long,lower_mid,31.22,0.57,0,very_long_One year_Mailed check,base,KYTX_base,6237
0,4647-MUZON,Month-to-month,No,95.95,Fiber optic,Yes,Yes,No,1745.5,No,Female,Yes,Yes,No,Yes,18,Credit card (automatic),0,Yes,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Credit card (automatic)_Yes,1.0,2,4,mid,very_high,96.97,5.05,1,mid_Month-to-month_Credit card (automatic),base,UZON_base,3401
1,7495-OOKFY,Month-to-month,Yes,127.26,Fiber optic,No,No,Yes,770.03,No,Female,Yes,Yes,No,Yes,11,Credit card (automatic),1,No,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Credit card (automatic)_Yes,1.0,0,3,short,very_high,79.16,8.96,1,short_Month-to-month_Credit card (automatic),base,OKFY_base,187
0,9677-AVKED,One year,Yes,87.19,DSL,Yes,Yes,Yes,4349.31,Yes,Female,Yes,Yes,Yes,No,54,Electronic check,1,Yes,No,non_senior,single,dependents,active_line,paperless,DSL_One year,Electronic check_Yes,3.0,2,7,very_long,very_high,83.96,1.57,1,very_long_One year_Electronic check,base,VKED_base,3945
1,9851-KIELU,Month-to-month,Yes,123.12,Fiber optic,Yes,Yes,No,1163.77,No,Male,Yes,Yes,Yes,No,12,Electronic check,0,Yes,Yes,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,4.0,2,7,short,very_high,104.33,10.01,0,short_Month-to-month_Electronic check,base,IELU_base,3892
0,7677-SJJJK,One year,No internet service,19.9,No,No internet service,No internet service,No,153.95,Yes,Male,No,Yes,No internet service,Yes,8,Credit card (automatic),0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_One year,Credit card (automatic)_No,0.0,0,0,short,low,19.24,2.21,2,short_One year_Credit card (automatic),base,JJJK_base,2672
0,9548-LERKT,Two year,No internet service,22.03,No,No internet service,No internet service,No,539.1,No,Male,No,Yes,No internet service,Yes,25,Mailed check,1,No internet service,No internet service,non_senior,partnered,none,active_line,paper,No_Two year,Mailed check_No,0.0,0,0,long,low,20.13,0.79,1,long_Two year_Mailed check,base,ERKT_base,4573
1,6688-UZPWD,Month-to-month,Yes,102.0,Fiber optic,Yes,No,Yes,1145.35,No,Female,Yes,Yes,No,Yes,11,Electronic check,0,Yes,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,1.0,2,5,short,very_high,104.12,8.5,1,short_Month-to-month_Electronic check,base,ZPWD_base,6589
0,1194-HVAIF,Month-to-month,No,95.0,Fiber optic,Yes,No,Yes,2462.55,No,Female,No,Yes,No,Yes,27,Credit card (automatic),0,Yes,No,non_senior,partnered,none,active_line,paper,Fiber optic_Month-to-month,Credit card (automatic)_No,0.0,2,4,long,very_high,91.21,3.39,1,long_Month-to-month_Credit card (automatic),base,VAIF_base,20
0,3256-EZDBI,Month-to-month,Yes,29.45,DSL,No,No,No phone service,1459.35,No,Male,Yes,No,No,Yes,51,Credit card (automatic),1,No,No,senior,partnered,none,no_line,paperless,DSL_Month-to-month,Credit card (automatic)_Yes,1.0,0,3,very_long,lower_mid,28.61,0.57,1,very_long_Month-to-month_Credit card (automatic),base,ZDBI_base,2759
0,5465-BUBFA,Two year,No internet service,19.3,No,No internet service,No internet service,No,772.4,Yes,Female,No,Yes,No internet service,Yes,41,Bank transfer (automatic),0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_Two year,Bank transfer (automatic)_No,0.0,0,0,long,low,18.84,0.46,2,long_Two year_Bank transfer (automatic),base,UBFA_base,2373
1,9512-UIBFX,Month-to-month,No,116.6,Fiber optic,Yes,Yes,No,2358.43,Yes,Male,No,Yes,No,Yes,20,Mailed check,0,Yes,No,non_senior,partnered,dependents,active_line,paper,Fiber optic_Month-to-month,Mailed check_No,1.0,2,4,mid,very_high,98.89,5.01,2,mid_Month-to-month_Mailed check,base,IBFX_base,919
0,7710-JSYOA,Two year,Yes,93.92,Fiber optic,No,No,Yes,6106.99,Yes,Female,Yes,Yes,Yes,Yes,70,Bank transfer (automatic),0,Yes,No,non_senior,partnered,dependents,active_line,paperless,Fiber optic_Two year,Bank transfer (automatic)_Yes,2.0,1,5,very_long,very_high,92.73,1.33,2,very_long_Two year_Bank transfer (automatic),shadow,SYOA_shadow,7285
0,6872-HXFNF,One year,No,58.35,DSL,No,Yes,Yes,3756.45,No,Female,No,Yes,Yes,Yes,64,Bank transfer (automatic),0,No,No,non_senior,partnered,none,active_line,paper,DSL_One year,Bank transfer (automatic)_No,2.0,0,4,very_long,high,58.69,0.9,1,very_long_One year_Bank transfer (automatic),base,XFNF_base,2265
0,4422-QVIJA,Month-to-month,No,50.15,DSL,No,No,Yes,1655.35,Yes,Female,No,Yes,No,No,35,Mailed check,0,No,No,non_senior,single,dependents,active_line,paper,DSL_Month-to-month,Mailed check_No,0.0,0,2,long,mid,47.3,1.39,1,long_Month-to-month_Mailed check,base,VIJA_base,7049
0,6458-CYIDZ,Month-to-month,Yes,80.7,Fiber optic,No,No,No,374.8,No,Female,No,Yes,No,No,5,Electronic check,1,No,Yes,senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,2.0,0,3,short,very_high,74.96,13.45,0,short_Month-to-month_Electronic check,base,YIDZ_base,2188
0,6917-FIJHC,Two year,No internet service,26.0,No,No internet service,No internet service,Yes,1776.0,No,Female,Yes,Yes,No internet service,Yes,72,Mailed check,0,No internet service,No internet service,non_senior,partnered,none,active_line,paperless,No_Two year,Mailed check_Yes,0.0,0,1,very_long,lower_mid,24.67,0.36,1,very_long_Two year_Mailed check,base,IJHC_base,609
0,8910-LEDAG,Month-to-month,No,71.55,Fiber optic,No,No,No,2427.35,No,Male,No,Yes,No,Yes,34,Credit card (automatic),1,No,No,senior,partnered,none,active_line,paper,Fiber optic_Month-to-month,Credit card (automatic)_No,0.0,0,1,long,high,71.39,2.04,1,long_Month-to-month_Credit card (automatic),base,EDAG_base,846
1,7295-JOMMD,Month-to-month,No,98.1,Fiber optic,Yes,Yes,No,396.3,Yes,Female,Yes,Yes,Yes,No,4,Bank transfer (automatic),0,Yes,No,non_senior,single,dependents,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,2.0,2,5,short,very_high,99.08,19.62,1,short_Month-to-month_Bank transfer (automatic),base,OMMD_base,7029
0,1545-JFUML,Two year,,99.0,Fiber optic,Yes,,Yes,6994.6,No,Male,Yes,Yes,,Yes,71,Electronic check,0,No,,non_senior,partnered,none,active_line,paperless,Fiber optic_Two year,Electronic check_Yes,3.0,1,6,very_long,very_high,98.52,1.38,1,very_long_Two year_Electronic check,base,FUML_base,1535
1,5976-JCJRH,Month-to-month,No,70.3,Fiber optic,No,No,No,738.2,No,Male,Yes,Yes,No,Yes,10,Electronic check,0,No,No,non_senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,0.0,0,1,short,high,73.82,6.39,1,short_Month-to-month_Electronic check,base,CJRH_base,510
1,8665-UTDHZ,Month-to-month,Yes,47.55,DSL,No,No,No phone service,38.14,Yes,Male,No,No,No,Yes,4,Electronic check,0,No,No,non_senior,partnered,dependents,no_line,paper,DSL_Month-to-month,Electronic check_No,1.0,0,3,very_short,lower_mid,30.2,15.1,2,very_short_Month-to-month_Electronic check,base,TDHZ_base,54
0,3486-KHMLI,Month-to-month,No internet service,24.7,No,No internet service,No internet service,Yes,467.15,Yes,Male,No,Yes,No internet service,No,21,Mailed check,0,No internet service,No internet service,non_senior,single,dependents,active_line,paper,No_Month-to-month,Mailed check_No,0.0,0,1,mid,lower_mid,22.25,1.12,1,mid_Month-to-month_Mailed check,base,HMLI_base,1531
0,1208-NBVFH,Month-to-month,No,49.6,DSL,No,Yes,No,939.8,Yes,Male,Yes,Yes,No,Yes,20,Electronic check,0,No,No,non_senior,partnered,dependents,active_line,paperless,DSL_Month-to-month,Electronic check_Yes,1.0,0,2,mid,mid,46.99,2.36,2,mid_Month-to-month_Electronic check,base,BVFH_base,2724
0,3724-BSCVH,One year,No internet service,20.45,No,No internet service,No internet service,No,242.4,Yes,Male,No,Yes,No internet service,Yes,10,Mailed check,0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_One year,Mailed check_No,0.0,0,0,short,lower_mid,24.24,1.86,2,short_One year_Mailed check,base,SCVH_base,3206
0,3279-DYZQM,Two year,No internet service,19.45,No,No internet service,No internet service,No,1378.45,Yes,Male,No,Yes,No internet service,Yes,71,Mailed check,0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_Two year,Mailed check_No,0.0,0,0,very_long,low,19.41,0.27,2,very_long_Two year_Mailed check,base,YZQM_base,2230
1,2207-NHRJK,Month-to-month,Yes,50.8,DSL,No,No,No,50.8,No,Male,No,Yes,No,No,1,Electronic check,0,No,No,non_senior,single,none,active_line,paper,DSL_Month-to-month,Electronic check_No,1.0,0,2,very_short,mid,50.8,25.4,0,very_short_Month-to-month_Electronic check,base,HRJK_base,3137
0,3913-FCUUW,Two year,Yes,70.45,DSL,No,Yes,Yes,5165.7,Yes,Female,Yes,Yes,Yes,Yes,72,Bank transfer (automatic),0,No,Yes,non_senior,partnered,dependents,active_line,paperless,DSL_Two year,Bank transfer (automatic)_Yes,4.0,0,6,very_long,high,71.75,0.97,2,very_long_Two year_Bank transfer (automatic),base,CUUW_base,4887
0,3956-CJUST,Month-to-month,No,75.4,Fiber optic,No,No,No,1643.55,No,Female,Yes,Yes,No,No,23,Bank transfer (automatic),1,No,Yes,senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Bank transfer (automatic)_Yes,1.0,0,2,mid,high,71.46,3.14,0,mid_Month-to-month_Bank transfer (automatic),base,JUST_base,5969
0,9659-QEQSY,Month-to-month,Yes,115.65,Fiber optic,Yes,Yes,Yes,5125.5,No,Female,Yes,Yes,Yes,No,45,Electronic check,0,Yes,Yes,non_senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,4.0,2,8,long,very_high,113.9,2.51,0,long_Month-to-month_Electronic check,base,EQSY_base,1832
0,0909-SELIE,Two year,Yes,80.8,DSL,No,Yes,Yes,4860.85,No,Male,Yes,Yes,Yes,Yes,61,Bank transfer (automatic),0,Yes,Yes,non_senior,partnered,none,active_line,paperless,DSL_Two year,Bank transfer (automatic)_Yes,4.0,1,7,very_long,very_high,79.69,1.3,1,very_long_Two year_Bank transfer (automatic),base,ELIE_base,3925
1,0023-HGHWL,Month-to-month,No,25.1,DSL,No,No,No phone service,25.1,No,Male,Yes,No,No,No,1,Electronic check,1,No,No,senior,single,none,no_line,paperless,DSL_Month-to-month,Electronic check_Yes,0.0,0,2,very_short,lower_mid,25.1,12.55,0,very_short_Month-to-month_Electronic check,base,GHWL_base,3793
0,2817-LVCPP,Two year,No internet service,19.4,No,No internet service,No internet service,No,1023.95,No,Female,No,Yes,No internet service,No,50,Credit card (automatic),0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Two year,Credit card (automatic)_No,0.0,0,0,very_long,low,20.48,0.38,0,very_long_Two year_Credit card (automatic),base,VCPP_base,3145
0,8749-TZYEC,Two year,No internet service,25.45,No,No internet service,No internet service,Yes,1868.62,No,Male,No,Yes,No internet service,Yes,74,Credit card (automatic),0,No internet service,No internet service,non_senior,partnered,none,active_line,paper,No_Two year,Credit card (automatic)_No,0.0,0,1,very_long,lower_mid,26.03,0.34,1,very_long_Two year_Credit card (automatic),shadow,ZYEC_shadow,953
0,0384-RVBPI,Month-to-month,No,64.4,DSL,No,Yes,No,1398.6,No,Male,No,Yes,No,No,20,Credit card (automatic),0,Yes,Yes,non_senior,single,none,active_line,paper,DSL_Month-to-month,Credit card (automatic)_No,2.0,1,4,mid,high,69.93,3.07,0,mid_Month-to-month_Credit card (automatic),base,VBPI_base,6263
1,9912-GVSEQ,Month-to-month,Yes,93.85,Fiber optic,No,Yes,Yes,2381.55,No,Female,Yes,Yes,No,Yes,26,Electronic check,1,Yes,No,senior,partnered,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,2.0,1,5,long,very_high,91.6,3.48,1,long_Month-to-month_Electronic check,base,VSEQ_base,2394
0,7168-HDQHG,Month-to-month,No internet service,19.2,No,No internet service,No internet service,No,702.9,Yes,Female,No,Yes,No internet service,Yes,36,Bank transfer (automatic),0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_Month-to-month,Bank transfer (automatic)_No,0.0,0,0,long,low,19.52,0.52,2,long_Month-to-month_Bank transfer (automatic),base,DQHG_base,5396
0,0854-UYHZD,Two year,No internet service,19.55,No,No internet service,No internet service,No,265.3,Yes,Female,No,Yes,No internet service,Yes,13,Mailed check,0,No internet service,No internet service,non_senior,partnered,dependents,active_line,paper,No_Two year,Mailed check_No,0.0,0,0,mid,low,20.41,1.4,2,mid_Two year_Mailed check,base,YHZD_base,6725
1,4503-BDXBD,Month-to-month,Yes,74.95,Fiber optic,No,No,No,815.5,No,Male,No,Yes,No,No,11,Electronic check,0,No,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,1.0,0,2,short,high,74.14,6.25,0,short_Month-to-month_Electronic check,base,DXBD_base,833
0,1559-DTODC,Month-to-month,No,25.15,DSL,No,No,No phone service,468.35,No,Male,Yes,No,No,No,19,Bank transfer (automatic),0,No,No,non_senior,single,none,no_line,paperless,DSL_Month-to-month,Bank transfer (automatic)_Yes,0.0,0,2,mid,lower_mid,24.65,1.26,0,mid_Month-to-month_Bank transfer (automatic),base,TODC_base,5483
0,7674-YTAFD,One year,Yes,79.95,Fiber optic,No,No,No,2684.85,No,Female,Yes,Yes,Yes,No,33,Bank transfer (automatic),0,No,No,non_senior,single,none,active_line,paperless,Fiber optic_One year,Bank transfer (automatic)_Yes,2.0,0,3,long,high,81.36,2.35,0,long_One year_Bank transfer (automatic),base,TAFD_base,803
0,2623-DRYAM,One year,No,101.75,Fiber optic,Yes,Yes,Yes,7069.3,No,Female,Yes,Yes,No,Yes,70,Electronic check,0,Yes,No,non_senior,partnered,none,active_line,paperless,Fiber optic_One year,Electronic check_Yes,1.0,2,5,very_long,very_high,100.99,1.43,1,very_long_One year_Electronic check,base,RYAM_base,1986
0,2969-WGHQO,One year,Yes,69.45,DSL,Yes,Yes,No,477.05,Yes,Female,No,Yes,No,Yes,7,Electronic check,0,No,Yes,non_senior,partnered,dependents,active_line,paper,DSL_One year,Electronic check_No,3.0,1,5,short,high,68.15,8.68,2,short_One year_Electronic check,base,GHQO_base,1156
0,6522-OIQSX,Two year,Yes,54.95,DSL,Yes,Yes,No phone service,3772.5,Yes,Female,Yes,No,No,Yes,69,Credit card (automatic),0,Yes,No,non_senior,partnered,dependents,no_line,paperless,DSL_Two year,Credit card (automatic)_Yes,2.0,2,6,very_long,mid,54.67,0.78,2,very_long_Two year_Credit card (automatic),base,IQSX_base,5639
0,7521-AFHAB,Month-to-month,No,42.22,DSL,No,No,No,247.71,Yes,Female,No,Yes,No,Yes,4,Mailed check,0,No,No,non_senior,partnered,dependents,active_line,paper,DSL_Month-to-month,Mailed check_No,0.0,0,1,short,mid,44.09,7.47,2,short_Month-to-month_Mailed check,base,FHAB_base,968
1,7253-UVNDW,Two year,No,54.35,DSL,No,Yes,No,2460.15,No,Female,No,Yes,Yes,No,46,Credit card (automatic),0,No,No,non_senior,single,none,active_line,paper,DSL_Two year,Credit card (automatic)_No,2.0,0,3,long,mid,53.48,1.16,0,long_Two year_Credit card (automatic),base,VNDW_base,233
0,7325-ENZFI,One year,Yes,42.11,DSL,No,No,No phone service,1539.64,No,Female,Yes,No,Yes,No,39,Bank transfer (automatic),1,No,Yes,non_senior,single,none,no_line,paperless,DSL_One year,Bank transfer (automatic)_Yes,3.0,0,5,long,mid,41.81,1.01,0,long_One year_Bank transfer (automatic),base,NZFI_base,2860
0,9553-DLCLU,Two year,Yes,88.95,DSL,Yes,Yes,Yes,1161.75,Yes,Female,No,Yes,Yes,No,13,Credit card (automatic),0,Yes,Yes,non_senior,single,dependents,active_line,paper,DSL_Two year,Credit card (automatic)_No,4.0,2,8,mid,very_high,89.37,6.35,1,mid_Two year_Credit card (automatic),base,LCLU_base,4020
0,3847-BAERP,Month-to-month,No internet service,20.9,No,No internet service,No internet service,No,247.0,No,Female,Yes,Yes,No internet service,No,10,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paperless,No_Month-to-month,Mailed check_Yes,0.0,0,0,short,lower_mid,24.7,1.9,0,short_Month-to-month_Mailed check,base,AERP_base,3954
0,2074-GUHPQ,Month-to-month,Yes,92.7,Fiber optic,No,Yes,Yes,1556.85,Yes,Female,Yes,Yes,Yes,No,17,Credit card (automatic),0,No,No,non_senior,single,dependents,active_line,paperless,Fiber optic_Month-to-month,Credit card (automatic)_Yes,3.0,0,5,mid,very_high,91.58,5.15,1,mid_Month-to-month_Credit card (automatic),base,UHPQ_base,265
0,9450-TRJUU,Month-to-month,No,83.15,Fiber optic,Yes,No,Yes,2848.45,No,Male,No,Yes,No,No,35,Electronic check,0,No,No,non_senior,single,none,active_line,paper,Fiber optic_Month-to-month,Electronic check_No,0.0,1,3,long,very_high,81.38,2.31,0,long_Month-to-month_Electronic check,base,RJUU_base,4055
0,5356-CSVSQ,Month-to-month,No,64.6,DSL,Yes,No,Yes,174.2,No,Female,No,Yes,Yes,No,3,Electronic check,0,No,No,non_senior,single,none,active_line,paper,DSL_Month-to-month,Electronic check_No,1.0,1,4,very_short,high,58.07,16.15,0,very_short_Month-to-month_Electronic check,base,SVSQ_base,7808
1,2187-LZGPL,Month-to-month,Yes,40.1,DSL,No,No,No phone service,293.3,No,Female,Yes,No,No,No,7,Credit card (automatic),0,Yes,No,non_senior,single,none,no_line,paperless,DSL_Month-to-month,Credit card (automatic)_Yes,1.0,1,4,short,mid,41.9,5.01,0,short_Month-to-month_Credit card (automatic),base,ZGPL_base,2968
1,4432-ADRLB,Month-to-month,No,56.87,DSL,No,No,No,107.76,No,Male,No,Yes,No,No,4,Mailed check,0,No,No,non_senior,single,none,active_line,paper,DSL_Month-to-month,Mailed check_No,0.0,0,1,very_short,mid,37.45,14.88,0,very_short_Month-to-month_Mailed check,shadow,DRLB_shadow,3359
0,2683-JXWQQ,Month-to-month,No,29.4,DSL,No,Yes,No phone service,2203.66,Yes,Male,No,No,No,Yes,60,Bank transfer (automatic),1,No,Yes,non_senior,partnered,dependents,no_line,paper,DSL_Month-to-month,Bank transfer (automatic)_No,2.0,0,4,very_long,lower_mid,34.71,0.54,2,very_long_Month-to-month_Bank transfer (automatic),base,XWQQ_base,1182
0,8345-MVDYC,Two year,No,81.65,DSL,Yes,Yes,No,3618.7,No,Female,No,Yes,Yes,No,45,Bank transfer (automatic),0,Yes,Yes,non_senior,single,none,active_line,paper,DSL_Two year,Bank transfer (automatic)_No,3.0,2,6,long,very_high,80.42,1.78,0,long_Two year_Bank transfer (automatic),base,VDYC_base,1267
0,1047-RNXZV,Two year,No internet service,19.55,No,No internet service,No internet service,No,876.15,No,Male,No,Yes,No internet service,No,43,Mailed check,0,No internet service,No internet service,non_senior,single,none,active_line,paper,No_Two year,Mailed check_No,0.0,0,0,long,low,20.38,0.44,0,long_Two year_Mailed check,base,NXZV_base,4024
0,2080-CAZNM,Month-to-month,,104.4,Fiber optic,Yes,,Yes,4133.95,No,Female,Yes,Yes,,No,41,Electronic check,1,Yes,,senior,single,none,active_line,paperless,Fiber optic_Month-to-month,Electronic check_Yes,2.0,2,6,long,very_high,100.83,2.49,0,long_Month-to-month_Electronic check,base,AZNM_base,5224
0,2900-PHPLN,Two year,No internet service,19.55,No,No internet service,No internet service,No,1462.05,No,Female,Yes,Yes,No internet service,Yes,70,Credit card (automatic),1,No internet service,No internet service,senior,partnered,none,active_line,paperless,No_Two year,Credit card (automatic)_Yes,0.0,0,0,very_long,low,20.89,0.28,1,very_long_Two year_Credit card (automatic),base,HPLN_base,5238
0,4102-HLENU,Two year,Yes,72.1,DSL,No,Yes,Yes,5394.98,No,Female,No,Yes,No,Yes,68,Mailed check,1,No,Yes,non_senior,partnered,none,active_line,paper,DSL_Two year,Mailed check_No,3.0,0,5,very_long,high,64.52,0.97,1,very_long_Two year_Mailed check,base,LENU_base,1560
